HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Group,GroupNum,FirstName,LastName,Deck,Num,Split
Mars,False,TRAPPIST-1e,49.0,False,21.0,25.0,1509.0,0.0,1042.0,False,2913,01,pefox,sau,F,603,P
Mars,False,TRAPPIST-1e,43.0,False,13.0,2119.0,315.0,0.0,261.0,True,2919,01,slix,kra,D,96,S
Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,2919,02,soyos,kra,F,555,S
Mars,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,True,2919,03,stmeal,kra,F,555,S
Earth,False,TRAPPIST-1e,23.0,False,0.0,179.0,569.0,0.0,0.0,True,2920,01,joelan,schwardson,F,606,P
Mars,False,TRAPPIST-1e,43.0,False,336.0,11.0,796.0,15.0,0.0,True,2925,01,cines,minen,F,609,P
Mars,True,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,2925,02,goleer,minen,F,609,P
Mars,False,TRAPPIST-1e,43.0,False,828.0,25.0,545.0,107.0,0.0,False,2926,01,kad,homin,,,
Mars,True,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,True,2927,01,caw,panad,F,611,P
Europa,False,55 Cancri e,54.0,True,0.0,2062.0,2.0,19.0,1618.0,False,2928,01,menkibi,mander,B,92,P
Europa,True,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,True,2928,02,photope,caltilter,B,92,P
Europa,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,True,2928,03,gluinol,mander,B,92,P
Earth,True,PSO J318.5-22,48.0,False,0.0,0.0,0.0,0.0,0.0,True,2929,01,alancy,mcbritts,G,467,S
Earth,False,TRAPPIST-1e,45.0,False,,9.0,0.0,857.0,16.0,False,2930,01,cary,mejiaddox,G,474,P
Earth,False,PSO J318.5-22,20.0,False,0.0,689.0,0.0,0.0,0.0,False,2934,01,adriet,moodman,F,557,S
Europa,False,TRAPPIST-1e,33.0,False,0.0,28.0,0.0,6841.0,543.0,False,2935,01,,,T,2,P
Earth,False,TRAPPIST-1e,21.0,False,15.0,30.0,11.0,2.0,388.0,False,2936,01,jimmyn,berreranks,G,468,S
Europa,True,TRAPPIST-1e,68.0,False,0.0,0.0,0.0,0.0,0.0,True,2938,01,taban,aroodint,C,100,P
Earth,False,PSO J318.5-22,23.0,False,5.0,308.0,363.0,7.0,0.0,True,2940,01,melica,casonston,F,615,P
Earth,False,TRAPPIST-1e,16.0,,24.0,0.0,13.0,717.0,0.0,False,2941,01,coreee,beasleyes,G,477,P
Earth,False,TRAPPIST-1e,35.0,False,198.0,44.0,97.0,30.0,510.0,False,2942,01,tany,watkinsley,F,558,S
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,False,2943,01,allene,belley,G,478,P
Earth,False,TRAPPIST-1e,51.0,False,214.0,3.0,16.0,569.0,0.0,False,2944,01,min,nichoan,F,559,S
Earth,False,PSO J318.5-22,2.0,False,,0.0,0.0,0.0,0.0,False,2944,02,ernard,nichoan,G,469,S
Earth,True,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,False,2944,03,sta,nichoan,G,469,S
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,2944,04,terta,nichoan,G,469,S
Earth,True,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,True,2945,01,jeanie,moodsey,G,479,P
Europa,False,TRAPPIST-1e,55.0,False,0.0,1971.0,77.0,577.0,1050.0,True,2948,01,tabiton,prearright,C,112,S
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,False,2949,01,florey,boltertley,G,482,P
Earth,False,TRAPPIST-1e,20.0,False,310.0,0.0,374.0,0.0,5.0,False,2950,01,lawren,fielsenders,F,617,P
2953,False,55 Cancri e,25.0,False,0.0,641.0,0.0,2.0,0.0,True,2953,01,eilan,solivers,E,179,P
Earth,False,55 Cancri e,18.0,False,235.0,0.0,101.0,0.0,316.0,True,2954,01,karlie,gordanieves,F,619,P
Earth,False,PSO J318.5-22,28.0,False,3.0,141.0,0.0,0.0,1689.0,False,2956,01,tonnie,houseson,G,470,S
Earth,False,TRAPPIST-1e,26.0,False,1822.0,0.0,4.0,107.0,1204.0,False,2958,01,min,parrett,F,561,S
Earth,False,PSO J318.5-22,28.0,False,1.0,0.0,933.0,614.0,0.0,False,2959,01,,,F,620,P
Earth,False,TRAPPIST-1e,54.0,False,,,0.0,0.0,0.0,False,2960,01,gracia,carterson,F,562,S
Earth,False,TRAPPIST-1e,56.0,False,0.0,54.0,0.0,724.0,0.0,False,2961,01,evaned,kellynn,F,621,P
Mars,False,TRAPPIST-1e,25.0,False,1228.0,0.0,132.0,0.0,0.0,False,2962,01,cints,backe,E,180,P
Europa,False,TRAPPIST-1e,26.0,False,2050.0,8525.0,0.0,270.0,636.0,False,2964,01,izarfik,holiabler,A,35,S
Earth,False,TRAPPIST-1e,14.0,False,0.0,0.0,709.0,258.0,3.0,False,2965,01,amandy,munozanson,F,622,P
Earth,False,TRAPPIST-1e,21.0,False,2.0,417.0,323.0,0.0,84.0,True,2966,01,deaney,avisley,E,181,P
Earth,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,True,2968,01,evendy,sosalinson,G,485,P
Earth,False,,37.0,False,221.0,0.0,32.0,38.0,516.0,False,2969,01,russey,miley,G,486,P
Earth,False,TRAPPIST-1e,,False,740.0,82.0,6.0,,1.0,False,2970,01,dwin,adkinson,,,
Europa,False,TRAPPIST-1e,38.0,False,0.0,3135.0,0.0,26.0,3.0,True,2971,01,pent,sessiouse,T,3,P
Earth,False,TRAPPIST-1e,14.0,False,0.0,1.0,1441.0,0.0,190.0,True,2972,01,danna,yorkland,E,182,P
Earth,,PSO J318.5-22,20.0,False,0.0,0.0,585.0,0.0,10.0,False,2975,01,elanda,hermanapp,F,564,S
Europa,False,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,False,2979,01,sadirux,urablele,B,93,P
Europa,True,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,True,2982,01,tarino,unrespery,B,111,S
Earth,False,TRAPPIST-1e,13.0,False,0.0,0.0,31.0,0.0,810.0,True,2983,01,mamina,monsoney,E,183,P
Europa,False,TRAPPIST-1e,37.0,False,0.0,210.0,0.0,4114.0,0.0,False,2984,01,teron,healted,D,97,S
Mars,False,TRAPPIST-1e,15.0,False,5711.0,0.0,2516.0,0.0,1370.0,False,2986,01,swaffs,dutty,E,197,S
Europa,False,55 Cancri e,33.0,False,396.0,1280.0,7.0,308.0,4941.0,False,2988,01,winon,cousel,A,36,S
Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,True,2990,01,gileen,vandez,G,472,S
2992,False,PSO J318.5-22,49.0,False,0.0,,0.0,160.0,528.0,False,2992,01,dont,sterreray,F,570,S
Earth,False,TRAPPIST-1e,24.0,False,1252.0,6.0,,123.0,706.0,False,2993,01,nelly,gordanieves,F,571,S
Earth,False,TRAPPIST-1e,24.0,False,173.0,0.0,14.0,0.0,603.0,False,2994,01,carly,scottuez,E,198,S
Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,2995,01,minus,roforhauge,B,94,P
Europa,True,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,True,2995,02,marinon,roforhauge,B,94,P
Earth,False,55 Cancri e,31.0,False,0.0,611.0,2.0,4.0,22.0,False,2996,01,,,F,626,P
Europa,False,,47.0,False,0.0,5252.0,0.0,124.0,300.0,True,2998,01,dirfak,mosteraked,C,113,S
Earth,False,TRAPPIST-1e,19.0,False,736.0,0.0,0.0,0.0,1.0,False,3000,01,therta,spencervan,F,627,P
Europa,False,55 Cancri e,38.0,True,0.0,1577.0,0.0,425.0,4359.0,False,3001,01,phecca,shming,C,101,P
Europa,False,55 Cancri e,33.0,False,0.0,1001.0,2280.0,,29.0,True,3001,02,dirfak,shming,C,101,P
Europa,True,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,True,3003,01,ankaan,string,C,114,S
Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,3004,01,card,clinantones,G,473,S
Earth,False,TRAPPIST-1e,32.0,False,0.0,53.0,0.0,744.0,0.0,False,3004,02,tin,clinantones,F,572,S
Mars,True,TRAPPIST-1e,70.0,False,0.0,0.0,0.0,0.0,0.0,True,3005,01,stmeal,fisun,F,573,S
Earth,False,PSO J318.5-22,19.0,False,23.0,0.0,0.0,0.0,732.0,False,3006,01,race,wolferguson,G,474,S
Mars,True,PSO J318.5-22,55.0,False,0.0,0.0,0.0,0.0,0.0,True,3009,01,blakes,chcak,E,185,P
Europa,False,TRAPPIST-1e,48.0,False,0.0,8403.0,0.0,7627.0,83.0,False,3010,01,kraban,praugnox,B,96,P
Earth,False,TRAPPIST-1e,66.0,False,1187.0,1.0,,6.0,0.0,False,3012,01,thony,bradlerson,G,475,S
3013,False,TRAPPIST-1e,13.0,False,,256.0,0.0,207.0,409.0,False,3013,01,morrie,moongton,F,629,P
Europa,False,55 Cancri e,40.0,False,82.0,1390.0,0.0,347.0,6237.0,False,3014,01,alduson,oilpuring,C,115,S
Earth,False,TRAPPIST-1e,35.0,False,0.0,1438.0,0.0,112.0,74.0,True,3015,01,dord,pottley,E,199,S
Earth,False,TRAPPIST-1e,32.0,False,0.0,49.0,2.0,639.0,0.0,False,3018,01,vanley,harry,F,630,P
Mars,False,TRAPPIST-1e,51.0,False,1644.0,0.0,234.0,157.0,64.0,False,3019,01,yakers,peake,E,187,P
Europa,False,TRAPPIST-1e,37.0,False,0.0,216.0,0.0,5391.0,3372.0,False,3020,01,tard,monfulewss,B,112,S
Earth,False,TRAPPIST-1e,31.0,False,517.0,1.0,301.0,60.0,4.0,False,3021,01,deanny,spencervan,G,476,S
Earth,False,TRAPPIST-1e,37.0,False,608.0,0.0,6.0,0.0,1637.0,False,3021,02,billey,spencervan,F,574,S
Europa,False,TRAPPIST-1e,38.0,False,0.0,3331.0,270.0,2.0,3510.0,False,3022,01,ankab,speating,C,102,P
Europa,False,55 Cancri e,19.0,False,0.0,329.0,0.0,3154.0,312.0,False,3022,02,hadirah,speating,C,102,P
Mars,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,True,3023,01,panter,blane,F,631,P
Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,1752.0,187.0,0.0,True,3024,01,jord,barkeretton,F,632,P
Earth,False,TRAPPIST-1e,31.0,False,2.0,788.0,0.0,128.0,9.0,True,3025,01,,,G,477,S
Earth,False,TRAPPIST-1e,43.0,False,45.0,8.0,0.0,607.0,44.0,False,3025,02,stald,fisheparks,G,477,S
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,False,3026,01,artis,gambs,G,492,P
Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,False,3027,01,tracia,fitzgerson,G,493,P
Europa,False,55 Cancri e,21.0,False,0.0,878.0,82.0,360.0,1784.0,False,3029,01,geno,disgul,C,103,P
Europa,,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,3029,02,charga,disgul,C,103,P
Europa,False,55 Cancri e,30.0,False,728.0,2551.0,0.0,48.0,1804.0,True,3030,01,cellum,alaring,B,97,P
Europa,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,3030,02,wezena,alaring,B,97,P
Earth,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,False,3032,01,raque,wolfernan,G,478,S
Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,False,3032,02,loresa,wolfernan,G,478,S
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,False,3032,03,andie,wolfernan,G,478,S
Earth,False,TRAPPIST-1e,30.0,False,479.0,12.0,25.0,643.0,283.0,False,3032,04,ritany,wolfernan,F,575,S
Earth,False,PSO J318.5-22,21.0,False,0.0,27.0,1181.0,0.0,513.0,False,3033,01,hardy,wagnerray,G,479,S
Europa,False,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,False,3034,01,dscheat,noxnuther,,,
Earth,False,PSO J318.5-22,57.0,False,506.0,0.0,1.0,178.0,0.0,False,3036,01,penne,booneid,F,634,P
Mars,False,TRAPPIST-1e,35.0,,1228.0,0.0,0.0,0.0,0.0,False,3038,01,cink,porté,F,576,S
Europa,False,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,False,3039,01,acraban,conamminal,A,37,S
Mars,False,TRAPPIST-1e,32.0,False,2616.0,0.0,2.0,5.0,0.0,False,3040,01,nilly,purle,F,577,S
Earth,False,TRAPPIST-1e,30.0,False,0.0,0.0,301.0,0.0,437.0,False,3042,01,maya,mejiaddox,F,578,S
Earth,False,TRAPPIST-1e,69.0,False,577.0,139.0,0.0,0.0,0.0,False,3044,01,joyces,fowlesterez,F,636,P
Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,False,3045,01,helean,hestes,G,480,S
Mars,True,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,True,3047,01,jack,quart,E,190,P
Mars,False,TRAPPIST-1e,16.0,False,995.0,0.0,6.0,48.0,0.0,False,3047,02,wafros,quart,E,190,P
Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,False,3048,01,mitch,canie,E,200,S
Europa,False,TRAPPIST-1e,25.0,False,1586.0,2342.0,947.0,1.0,276.0,True,3050,01,skatik,supred,E,191,P
Europa,False,55 Cancri e,52.0,False,0.0,2.0,0.0,10976.0,810.0,False,3053,01,ainor,fuelisent,,,
Earth,False,TRAPPIST-1e,13.0,False,578.0,77.0,0.0,306.0,5.0,False,3054,01,celis,bootez,F,579,S
Earth,False,TRAPPIST-1e,37.0,False,1086.0,0.0,0.0,41.0,0.0,False,3055,01,inen,casentry,F,637,P
Mars,False,TRAPPIST-1e,13.0,False,760.0,2.0,2.0,,0.0,False,3060,01,rowl,chman,F,581,S
Mars,False,TRAPPIST-1e,45.0,False,3309.0,0.0,10.0,0.0,0.0,False,3060,02,duckes,chman,D,98,S
Mars,,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,False,3060,03,torms,chman,E,201,S
Earth,False,TRAPPIST-1e,22.0,False,664.0,0.0,0.0,65.0,0.0,False,3061,01,mela,bakericks,F,638,P
Earth,False,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,1745.0,72.0,False,3061,02,ritey,hickley,G,498,P
Mars,False,TRAPPIST-1e,35.0,False,741.0,0.0,31.0,0.0,36.0,False,3062,01,hion,frasp,D,99,S
Earth,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,True,3063,01,jerrye,daughttley,G,499,P
Earth,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,True,3063,02,joana,daughttley,G,499,P
Earth,False,TRAPPIST-1e,19.0,False,1.0,0.0,0.0,450.0,254.0,False,3063,03,elina,daughttley,E,192,P
Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,3064,01,thewis,spencervan,G,482,S
Europa,False,55 Cancri e,37.0,False,0.0,2065.0,1650.0,356.0,1.0,True,3065,01,solark,preeldy,D,94,P
Earth,False,TRAPPIST-1e,35.0,False,1609.0,0.0,0.0,0.0,0.0,False,3066,01,felia,hortis,E,193,P
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,3067,01,france,dicksons,G,483,S
Earth,False,TRAPPIST-1e,62.0,False,379.0,453.0,0.0,7.0,0.0,False,3068,01,tyrona,mcfarley,G,500,P
Earth,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,True,3070,01,bel,haydenez,G,501,P
Europa,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,3071,01,saiphda,cracionfic,B,113,S
Europa,False,TRAPPIST-1e,26.0,False,0.0,,8.0,21.0,6023.0,False,3071,02,alballa,cracionfic,B,113,S
Mars,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,3073,01,krios,shbre,F,640,P
Earth,True,PSO J318.5-22,,False,0.0,0.0,0.0,0.0,0.0,True,3076,01,jaimez,mcfaddenson,G,502,P
Earth,False,55 Cancri e,22.0,False,35.0,0.0,36.0,581.0,0.0,False,3079,01,charly,booters,F,642,P
Earth,False,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,822.0,2.0,False,3080,01,florey,alldson,F,584,S
Europa,False,55 Cancri e,50.0,False,0.0,1547.0,0.0,1784.0,1.0,True,3081,01,gollux,reedall,C,118,S
Europa,True,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,True,3081,02,sadirak,reedall,C,118,S
Earth,False,PSO J318.5-22,15.0,False,1.0,30.0,1793.0,0.0,0.0,True,3082,01,kayd,wilkinner,G,503,P
Europa,False,55 Cancri e,23.0,False,0.0,587.0,0.0,1497.0,1014.0,False,3083,01,antak,bootty,D,100,S
Mars,True,55 Cancri e,60.0,False,0.0,0.0,0.0,0.0,0.0,True,3084,01,bakix,flell,D,101,S
Earth,,TRAPPIST-1e,73.0,False,0.0,0.0,0.0,153.0,556.0,False,3085,01,coracy,briggins,G,504,P
Earth,,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,3087,01,chadie,flyncharlan,G,505,P
Europa,False,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,False,3088,01,dscha,dishearly,A,25,P
Europa,False,TRAPPIST-1e,27.0,True,0.0,6013.0,0.0,820.0,31.0,True,3090,01,minoces,myling,B,115,S
Europa,False,TRAPPIST-1e,14.0,False,0.0,946.0,0.0,7860.0,384.0,False,3091,01,kitakan,wingcoling,,,
Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,3091,02,shaiaz,wingcoling,D,102,S
Earth,False,TRAPPIST-1e,22.0,False,,0.0,102.0,43.0,700.0,False,3092,01,stace,solivers,G,506,P
Mars,False,55 Cancri e,22.0,False,2229.0,0.0,1349.0,121.0,0.0,True,3093,01,berk,terte,E,194,P
Mars,False,PSO J318.5-22,71.0,False,924.0,1284.0,10.0,9.0,0.0,False,3095,01,aarjel,rhuba,F,585,S
Mars,False,55 Cancri e,25.0,False,5.0,1.0,633.0,0.0,188.0,True,3096,01,seat,khaf,D,103,S
Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,3099,01,chones,bine,E,203,S
Earth,False,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,False,3100,01,andrey,farmonrada,G,485,S
Earth,False,TRAPPIST-1e,52.0,False,809.0,0.0,0.0,0.0,0.0,True,3100,02,jord,farmonrada,F,586,S
Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,3100,03,gordo,farmonrada,G,485,S
Europa,True,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,3102,01,tachba,mirinanty,B,101,P
Europa,False,TRAPPIST-1e,52.0,True,0.0,7452.0,0.0,1158.0,7979.0,False,3103,01,aldibah,baleful,B,102,P
Earth,False,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,True,3104,01,shally,fowles,G,507,P
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,3104,02,lorice,fowles,G,507,P
Earth,False,TRAPPIST-1e,24.0,False,520.0,0.0,0.0,195.0,0.0,True,3110,01,dandra,joyneidez,G,509,P
Mars,False,TRAPPIST-1e,22.0,False,1173.0,0.0,0.0,9.0,0.0,False,3111,01,goles,ramad,D,95,P
Earth,True,PSO J318.5-22,15.0,,0.0,0.0,0.0,0.0,0.0,False,3112,01,billey,romason,G,488,S
Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,3113,01,sceros,lake,D,96,P
Mars,True,55 Cancri e,56.0,False,0.0,0.0,0.0,0.0,0.0,True,3113,02,eloos,lake,D,96,P
Mars,False,TRAPPIST-1e,50.0,False,1598.0,0.0,155.0,26.0,0.0,False,3114,01,yapich,sad,D,97,P
Earth,False,TRAPPIST-1e,20.0,False,127.0,0.0,656.0,0.0,21.0,False,3116,01,jaye,mcguirez,F,645,P
Earth,False,TRAPPIST-1e,32.0,False,0.0,0.0,47.0,857.0,23.0,False,3117,01,,,F,646,P
Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,False,3118,01,sus,coolez,G,510,P
Earth,False,TRAPPIST-1e,74.0,False,571.0,0.0,0.0,277.0,0.0,False,3119,01,jorgie,hamberterry,G,490,S
Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,3120,01,rionk,rhuba,E,204,S
Mars,False,TRAPPIST-1e,31.0,False,691.0,3.0,68.0,286.0,0.0,False,3120,02,aps,rhuba,E,204,S
Earth,True,PSO J318.5-22,6.0,False,0.0,0.0,0.0,0.0,0.0,True,3121,01,trice,moreman,G,491,S
Earth,True,,17.0,False,0.0,0.0,0.0,0.0,0.0,True,3123,01,derina,prinson,G,511,P
Mars,True,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,True,3124,01,stax,hapie,F,648,P
Mars,False,TRAPPIST-1e,47.0,False,1130.0,8.0,299.0,0.0,0.0,True,3124,02,gech,hapie,F,648,P
Mars,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,True,3124,03,wal,hapie,F,648,P
Europa,False,55 Cancri e,31.0,False,139.0,4018.0,13.0,232.0,1140.0,True,3126,01,zedares,foraud,B,116,S
Europa,False,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,3126,02,okulas,foraud,B,116,S
Earth,False,55 Cancri e,15.0,False,62.0,57.0,2646.0,1104.0,312.0,False,3128,01,heila,gordond,G,512,P
Mars,False,TRAPPIST-1e,38.0,False,886.0,0.0,618.0,0.0,0.0,False,3130,01,mall,frasp,F,588,S
Earth,True,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,True,3131,01,salley,mckinn,G,492,S
Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,3131,02,hardy,griffy,G,492,S
3131,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,3131,03,jamela,griffy,G,492,S
Mars,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,True,3132,01,sce,meake,F,649,P
Earth,False,PSO J318.5-22,31.0,False,0.0,140.0,394.0,0.0,0.0,False,3133,01,aliey,chanash,G,513,P
Europa,False,PSO J318.5-22,62.0,True,0.0,4513.0,0.0,85.0,1437.0,True,3134,01,enifik,clughted,C,119,S
Earth,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,3136,01,feline,mcneiderson,G,514,P
Earth,False,TRAPPIST-1e,30.0,False,0.0,4.0,1604.0,678.0,1681.0,False,3138,01,therie,stephendsey,,,
Mars,False,TRAPPIST-1e,26.0,False,912.0,0.0,43.0,0.0,0.0,False,3140,01,eang,dan,E,206,S
Mars,False,TRAPPIST-1e,43.0,False,33.0,1117.0,59.0,0.0,16.0,False,3142,01,backse,cla,F,591,S
Mars,False,TRAPPIST-1e,32.0,False,1087.0,0.0,71.0,0.0,0.0,False,3142,02,fres,cla,F,591,S
Mars,True,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,3143,01,dous,blane,F,592,S
Mars,True,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,True,3145,01,spies,gency,F,652,P
Earth,False,TRAPPIST-1e,21.0,False,17.0,427.0,31.0,257.0,0.0,True,3147,01,colle,steinardson,F,594,S
Earth,False,TRAPPIST-1e,18.0,False,0.0,730.0,79.0,0.0,,True,3149,01,natha,portananney,G,494,S
Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,3149,02,katen,portananney,G,494,S
Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,False,3152,01,therek,greeves,G,496,S
Mars,False,TRAPPIST-1e,21.0,False,1507.0,,3.0,2.0,1196.0,False,3158,01,pech,banie,D,100,P
Mars,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,3159,01,eggers,melte,F,654,P
Europa,False,55 Cancri e,56.0,False,0.0,323.0,971.0,58.0,4240.0,False,3161,01,batan,roustorly,E,208,S
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,3162,01,diandi,kellyons,G,500,S
Earth,False,TRAPPIST-1e,55.0,False,0.0,0.0,5.0,0.0,2409.0,False,3162,02,robyny,simonson,F,596,S
Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,False,3162,03,beula,simonson,G,500,S
Mars,False,TRAPPIST-1e,13.0,False,1007.0,0.0,142.0,295.0,0.0,False,3163,01,crin,vlart,F,656,P
Mars,,55 Cancri e,43.0,False,4.0,0.0,1834.0,1.0,66.0,False,3163,02,hammet,vlart,F,656,P
Earth,True,TRAPPIST-1e,39.0,,0.0,0.0,0.0,0.0,0.0,False,3164,01,berty,crayeson,G,516,P
Mars,True,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,True,3166,01,morms,cheen,F,657,P
Earth,False,TRAPPIST-1e,24.0,False,0.0,7.0,548.0,4.0,0.0,True,3168,01,jaimez,peckerson,F,658,P
Earth,False,TRAPPIST-1e,26.0,False,207.0,350.0,74.0,0.0,3.0,True,3169,01,lyn,leblanchez,F,598,S
Earth,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,3171,01,letty,wellenez,G,502,S
3172,False,TRAPPIST-1e,26.0,False,0.0,0.0,1352.0,5.0,0.0,False,3172,01,allena,sellahaney,F,659,P
Mars,False,,19.0,False,155.0,0.0,1632.0,3.0,0.0,True,3174,01,berios,homin,D,101,P
Mars,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,3174,02,life,homin,F,660,P
Europa,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,3175,01,altardr,mosteraked,B,104,P
Europa,False,TRAPPIST-1e,77.0,False,0.0,9032.0,0.0,128.0,1464.0,True,3176,01,ankalik,nateansive,E,196,P
Earth,False,55 Cancri e,28.0,False,2840.0,0.0,0.0,0.0,0.0,False,3179,01,therie,saley,F,599,S
Earth,False,TRAPPIST-1e,22.0,False,,1.0,379.0,0.0,336.0,False,3180,01,hery,lewinez,F,663,P
Earth,False,TRAPPIST-1e,20.0,False,4.0,353.0,193.0,241.0,0.0,False,3181,01,tanley,gregordy,E,197,P
Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,699.0,0.0,0.0,True,3182,01,herita,welltonces,F,600,S
Europa,False,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,True,3184,01,arkard,sechausive,B,117,S
Europa,True,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,3184,02,tarmus,sechausive,B,117,S
Earth,False,TRAPPIST-1e,43.0,False,0.0,788.0,0.0,0.0,1191.0,False,3185,01,carley,gardonadox,F,601,S
Mars,True,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,False,3188,01,mass,reau,E,209,S
